x,y
0.4662654328330973,4760.625401217562
2.421434480541393,7763.793752068329
0.2842448851260997,3566.019093771676
5.38879854757397,4772.621007360514
6.641203378847422,5688.131084272212
6.658641726482529,5513.3808532812045
2.125321724361129,3541.6099868150422
8.035531513127353,5556.764241753369
0.49594203572905826,2825.5993964084296
8.852574180524243,7205.196099039144
0.27352172534392594,2605.192794811359
1.8914049233208061,2825.469829908603
10.515034739059956,7140.823503423544
9.897916664510376,8200.146064870616
1.9268753422747977,10035.46023005583
14.642090286991333,3541.117292526691
11.69066119132458,9034.034598096006
9.394926016457248,9591.612408923827
15.647856956601572,3388.0309496281866
3.9502308166902367,1454.7202479652162
22.67194447861766,5878.55303001456
25.4786966345564,5500.497055662173
7.49778866491306,1458.6525445838593
22.18594075064084,3682.3330594694776
14.936118528959014,9692.304958548844
28.3710021802126,4921.086447827552
24.673790682783874,8674.00101233273
25.654463913444488,3415.7201102049917
33.2737264474772,6556.576407200757
33.399687521562555,7014.126238400517
16.94206518014107,10454.630921832892
20.500363897241186,10065.785530439432
32.12258430392194,3464.4375784709778
15.073352165103643,930.155671586899
36.68119173636478,4747.385510196573
10.917595741017067,467.99238775581506
18.84253511287079,1291.9954433096075
37.57034123392623,4444.917128955905
34.312585868729,8393.467073489583
27.409365523922133,2236.609743253307
36.15494320273865,3539.052840757022
38.225526353030546,4007.170014384718
35.175669960207415,8767.135810471249
43.98293533581909,5961.553077955849
39.746326545487136,3547.324703067015
36.055503029722786,2614.6794958244423
43.20993770147925,4126.008040660806
31.068937262752115,10147.148775374046
37.0125901145002,9483.707710232624
43.208945271497214,8528.533060320313
46.54607745912381,4024.6498469689072
45.23007395518016,3663.563311319014
50.75256910339158,4653.91239562575
49.58605771894054,3857.1510724225773
39.37822349398448,1941.219905575822
40.01992572253221,1867.9401495467107
53.8545770803521,7552.455677854755
46.237725216548824,2507.2044069630106
31.62638413075001,250.57052711958437
43.19131484452555,1490.9086100813092
59.65876194932753,4519.714309545639
46.7859668641031,10073.436756088477
61.428129978946345,4821.106333768904
63.135020137834545,7186.967143624076
63.70568511262172,7008.839544008209
52.279231298354716,9728.68663640271
60.58656399414576,3742.861706173335
60.98624370845937,8123.76663201458
65.27054545884675,6441.1476869210155
34.70835188850015,110.48092271217212
49.15921201029687,10516.162944845568
63.44294709652968,3645.479112638618
67.21233691524685,4794.987281940648
68.7370567258231,6764.658935699919
66.66836272304863,4120.308808901557
69.25535024964483,7588.440715709998
54.25833971706925,1564.4048235965222
45.32724777317708,553.207948594633
65.52900959488306,8586.264718417384
69.9428437726092,7734.196841094299
71.45747639751607,4459.396587226818
56.58591092329789,1560.1137364665485
57.82297494734303,1644.5014762881171
64.37537904250348,2335.4990320276147
76.18947356848457,7278.5867994629225
68.12003339410148,9327.162791507291
77.37055170895201,7260.645281076163
71.97757405032462,2849.9280629182917
75.67172362879501,8436.004086682766
77.57545300432776,8875.730624772232
86.85935459177381,6076.7950243653795
